"id","name","img","asin","price","mrp","rating","ratingTotal","discount","seller","purl"
523,Soft Matte Lip Cream - 58,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701742/2023/4/28/051af4df-55db-49ab-9187-90d394d5c83d1682663410067HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701742/2023/4/28/051af4df-55db-49ab-9187-90d394d5c83d1682663410067HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701742/2023/4/28/051af4df-55db-49ab-9187-90d394d5c83d1682663410067HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701742/2023/4/28/051af4df-55db-49ab-9187-90d394d5c83d1682663410067HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701742/2023/4/28/051af4df-55db-49ab-9187-90d394d5c83d1682663410067HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701742/2023/4/28/051af4df-55db-49ab-9187-90d394d5c83d1682663410067HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701742/2023/4/28/051af4df-55db-49ab-9187-90d394d5c83d1682663410067HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg",-,650,650,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-soft-matte-lightweight-cream-lipstick-8-ml---san-fransisco-58/22701742/buy
524,Set of 2 Cappuccino Body Wash,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916932/2023/4/28/548cdbb3-6015-4bc3-8ba6-25070e57cb091682675219863MCaffeineSetof2NakedRawCoffeeCappuccinoBodyWashwithCoffeeScr1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916932/2023/4/28/548cdbb3-6015-4bc3-8ba6-25070e57cb091682675219863MCaffeineSetof2NakedRawCoffeeCappuccinoBodyWashwithCoffeeScr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916932/2023/4/28/548cdbb3-6015-4bc3-8ba6-25070e57cb091682675219863MCaffeineSetof2NakedRawCoffeeCappuccinoBodyWashwithCoffeeScr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22916932/2023/4/28/548cdbb3-6015-4bc3-8ba6-25070e57cb091682675219863MCaffeineSetof2NakedRawCoffeeCappuccinoBodyWashwithCoffeeScr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22916932/2023/4/28/548cdbb3-6015-4bc3-8ba6-25070e57cb091682675219863MCaffeineSetof2NakedRawCoffeeCappuccinoBodyWashwithCoffeeScr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22916932/2023/4/28/548cdbb3-6015-4bc3-8ba6-25070e57cb091682675219863MCaffeineSetof2NakedRawCoffeeCappuccinoBodyWashwithCoffeeScr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916932/2023/4/28/548cdbb3-6015-4bc3-8ba6-25070e57cb091682675219863MCaffeineSetof2NakedRawCoffeeCappuccinoBodyWashwithCoffeeScr1.jpg",-,798,798,4.6,921,"0",MCaffeine,https://www.myntra.com/body-wash-and-scrub/mcaffeine/mcaffeine-set-of-2-naked--raw-coffee-cappuccino-body-wash-with-coffee-scrub---300-ml-each/22916932/buy
525,Mysore Jasmine Face Mist 100ml,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22909544/2023/4/26/9d663a08-9e11-4e8a-9c17-f263514491e91682518281335NourishMantaMysoreJasmineFaceMist1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22909544/2023/4/26/9d663a08-9e11-4e8a-9c17-f263514491e91682518281335NourishMantaMysoreJasmineFaceMist1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22909544/2023/4/26/9d663a08-9e11-4e8a-9c17-f263514491e91682518281335NourishMantaMysoreJasmineFaceMist1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22909544/2023/4/26/9d663a08-9e11-4e8a-9c17-f263514491e91682518281335NourishMantaMysoreJasmineFaceMist1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22909544/2023/4/26/9d663a08-9e11-4e8a-9c17-f263514491e91682518281335NourishMantaMysoreJasmineFaceMist1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22909544/2023/4/26/9d663a08-9e11-4e8a-9c17-f263514491e91682518281335NourishMantaMysoreJasmineFaceMist1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22909544/2023/4/26/9d663a08-9e11-4e8a-9c17-f263514491e91682518281335NourishMantaMysoreJasmineFaceMist1.jpg",-,595,595,0,0,"0",Nourish Mantra,https://www.myntra.com/toner/nourish-mantra/-nourish-mantra-mysore-jasmine-face-mist-100ml/22909544/buy
526,Powder Puff Lippie Cream - 02,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701734/2023/4/27/0743383e-469b-4c12-85ec-bd2381b948bd1682576357737NYXPROFESSIONALMAKEUPPowderPuffLightweightLippieCream12ml-Gr1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701734/2023/4/27/0743383e-469b-4c12-85ec-bd2381b948bd1682576357737NYXPROFESSIONALMAKEUPPowderPuffLightweightLippieCream12ml-Gr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701734/2023/4/27/0743383e-469b-4c12-85ec-bd2381b948bd1682576357737NYXPROFESSIONALMAKEUPPowderPuffLightweightLippieCream12ml-Gr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701734/2023/4/27/0743383e-469b-4c12-85ec-bd2381b948bd1682576357737NYXPROFESSIONALMAKEUPPowderPuffLightweightLippieCream12ml-Gr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701734/2023/4/27/0743383e-469b-4c12-85ec-bd2381b948bd1682576357737NYXPROFESSIONALMAKEUPPowderPuffLightweightLippieCream12ml-Gr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701734/2023/4/27/0743383e-469b-4c12-85ec-bd2381b948bd1682576357737NYXPROFESSIONALMAKEUPPowderPuffLightweightLippieCream12ml-Gr1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701734/2023/4/27/0743383e-469b-4c12-85ec-bd2381b948bd1682576357737NYXPROFESSIONALMAKEUPPowderPuffLightweightLippieCream12ml-Gr1.jpg",-,749,749,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-powder-puff-lightweight-lippie-cream-12-ml---puppy-love-02/22701734/buy
527,Soft Matte Lip Cream - 60,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701770/2023/4/28/5791204b-143b-4197-8ed0-1da54002126b1682663414126HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701770/2023/4/28/5791204b-143b-4197-8ed0-1da54002126b1682663414126HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701770/2023/4/28/5791204b-143b-4197-8ed0-1da54002126b1682663414126HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701770/2023/4/28/5791204b-143b-4197-8ed0-1da54002126b1682663414126HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701770/2023/4/28/5791204b-143b-4197-8ed0-1da54002126b1682663414126HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701770/2023/4/28/5791204b-143b-4197-8ed0-1da54002126b1682663414126HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701770/2023/4/28/5791204b-143b-4197-8ed0-1da54002126b1682663414126HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg",-,650,650,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-soft-matte-lightweight-cream-lipstick-8-ml---leon-60/22701770/buy
528,Lemon Body Wash,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22913022/2023/4/26/d82ed83d-0e7c-4b3d-9dc5-5f2832afb93a1682518654832BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22913022/2023/4/26/d82ed83d-0e7c-4b3d-9dc5-5f2832afb93a1682518654832BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22913022/2023/4/26/d82ed83d-0e7c-4b3d-9dc5-5f2832afb93a1682518654832BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22913022/2023/4/26/d82ed83d-0e7c-4b3d-9dc5-5f2832afb93a1682518654832BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22913022/2023/4/26/d82ed83d-0e7c-4b3d-9dc5-5f2832afb93a1682518654832BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22913022/2023/4/26/d82ed83d-0e7c-4b3d-9dc5-5f2832afb93a1682518654832BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22913022/2023/4/26/d82ed83d-0e7c-4b3d-9dc5-5f2832afb93a1682518654832BodyWashandScrub1.jpg",-,399,399,0,0,"0",CRAZY OWL,https://www.myntra.com/body-wash-and-scrub/crazy-owl/-crazy-owl-juicy-lemon-body-wash-for-soothing--nourishing---250ml/22913022/buy
529,Anti-Greying Rice Water Serum,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22909512/2023/4/26/db388d50-3840-4ace-974c-783dc3c9c5351682511089805NourishMantraAnti-GreyingRiceWaterSerum1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22909512/2023/4/26/db388d50-3840-4ace-974c-783dc3c9c5351682511089805NourishMantraAnti-GreyingRiceWaterSerum1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22909512/2023/4/26/db388d50-3840-4ace-974c-783dc3c9c5351682511089805NourishMantraAnti-GreyingRiceWaterSerum1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22909512/2023/4/26/db388d50-3840-4ace-974c-783dc3c9c5351682511089805NourishMantraAnti-GreyingRiceWaterSerum1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22909512/2023/4/26/db388d50-3840-4ace-974c-783dc3c9c5351682511089805NourishMantraAnti-GreyingRiceWaterSerum1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22909512/2023/4/26/db388d50-3840-4ace-974c-783dc3c9c5351682511089805NourishMantraAnti-GreyingRiceWaterSerum1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22909512/2023/4/26/db388d50-3840-4ace-974c-783dc3c9c5351682511089805NourishMantraAnti-GreyingRiceWaterSerum1.jpg",-,1595,1595,0,0,"0",Nourish Mantra,https://www.myntra.com/hair-serum/nourish-mantra/nourish-mantra-anti-greying-rice-water-serum-50ml/22909512/buy
530,Set of 2 Green Tea Body Wash,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916950/2023/4/28/a0db53db-43ed-42e6-9974-e8664de318db1682675219084MCaffeineSetof2GreenTea10AHABodyWashforRoughBumpySkin-200mle1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916950/2023/4/28/a0db53db-43ed-42e6-9974-e8664de318db1682675219084MCaffeineSetof2GreenTea10AHABodyWashforRoughBumpySkin-200mle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916950/2023/4/28/a0db53db-43ed-42e6-9974-e8664de318db1682675219084MCaffeineSetof2GreenTea10AHABodyWashforRoughBumpySkin-200mle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22916950/2023/4/28/a0db53db-43ed-42e6-9974-e8664de318db1682675219084MCaffeineSetof2GreenTea10AHABodyWashforRoughBumpySkin-200mle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22916950/2023/4/28/a0db53db-43ed-42e6-9974-e8664de318db1682675219084MCaffeineSetof2GreenTea10AHABodyWashforRoughBumpySkin-200mle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22916950/2023/4/28/a0db53db-43ed-42e6-9974-e8664de318db1682675219084MCaffeineSetof2GreenTea10AHABodyWashforRoughBumpySkin-200mle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916950/2023/4/28/a0db53db-43ed-42e6-9974-e8664de318db1682675219084MCaffeineSetof2GreenTea10AHABodyWashforRoughBumpySkin-200mle1.jpg",-,598,598,3.8,19,"0",MCaffeine,https://www.myntra.com/body-wash-and-scrub/mcaffeine/mcaffeine-set-of-2-green-tea--10-aha-body-wash-for-rough--bumpy-skin---200-ml-each/22916950/buy
531,Hair Treatment Mask -200gm,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22910384/2023/4/26/24126c8e-11fe-4143-b93c-a42619c107ec1682509950359HairTreatmentMaskMoroccanArganLinden1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22910384/2023/4/26/24126c8e-11fe-4143-b93c-a42619c107ec1682509950359HairTreatmentMaskMoroccanArganLinden1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22910384/2023/4/26/24126c8e-11fe-4143-b93c-a42619c107ec1682509950359HairTreatmentMaskMoroccanArganLinden1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22910384/2023/4/26/24126c8e-11fe-4143-b93c-a42619c107ec1682509950359HairTreatmentMaskMoroccanArganLinden1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22910384/2023/4/26/24126c8e-11fe-4143-b93c-a42619c107ec1682509950359HairTreatmentMaskMoroccanArganLinden1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22910384/2023/4/26/24126c8e-11fe-4143-b93c-a42619c107ec1682509950359HairTreatmentMaskMoroccanArganLinden1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22910384/2023/4/26/24126c8e-11fe-4143-b93c-a42619c107ec1682509950359HairTreatmentMaskMoroccanArganLinden1.jpg",-,770,770,0,0,"0",Mantra Herbal,https://www.myntra.com/hair-cream-and-mask/mantra-herbal/-mantra-herbal-moroccan-argan--linden-hair-treatment-mask--200gm/22910384/buy
532,BB Cream With Face Serum,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911932/2023/4/26/cce94b0c-ce0f-47fc-822e-4958597d65961682512903767BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911932/2023/4/26/cce94b0c-ce0f-47fc-822e-4958597d65961682512903767BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911932/2023/4/26/cce94b0c-ce0f-47fc-822e-4958597d65961682512903767BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22911932/2023/4/26/cce94b0c-ce0f-47fc-822e-4958597d65961682512903767BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22911932/2023/4/26/cce94b0c-ce0f-47fc-822e-4958597d65961682512903767BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22911932/2023/4/26/cce94b0c-ce0f-47fc-822e-4958597d65961682512903767BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911932/2023/4/26/cce94b0c-ce0f-47fc-822e-4958597d65961682512903767BBandCCCream1.jpg",-,689,1060,0,0,"35",TNW the natural wash,https://www.myntra.com/bb-and-cc-cream/tnw-the-natural-wash/tnw-the-natural-wash-bb-cream-with-face-serum--medium-02/22911932/buy
533,Cherry Blossom Shower Gel,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17416994/2023/4/28/eb689d8b-23a0-4e6b-9d6e-2233b0c653901682676481540-Biotique-Refreshing-Cherry-Blossom-Shower-Gel-with-Shea--Vit-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17416994/2023/4/28/eb689d8b-23a0-4e6b-9d6e-2233b0c653901682676481540-Biotique-Refreshing-Cherry-Blossom-Shower-Gel-with-Shea--Vit-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17416994/2023/4/28/eb689d8b-23a0-4e6b-9d6e-2233b0c653901682676481540-Biotique-Refreshing-Cherry-Blossom-Shower-Gel-with-Shea--Vit-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17416994/2023/4/28/eb689d8b-23a0-4e6b-9d6e-2233b0c653901682676481540-Biotique-Refreshing-Cherry-Blossom-Shower-Gel-with-Shea--Vit-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17416994/2023/4/28/eb689d8b-23a0-4e6b-9d6e-2233b0c653901682676481540-Biotique-Refreshing-Cherry-Blossom-Shower-Gel-with-Shea--Vit-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17416994/2023/4/28/eb689d8b-23a0-4e6b-9d6e-2233b0c653901682676481540-Biotique-Refreshing-Cherry-Blossom-Shower-Gel-with-Shea--Vit-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17416994/2023/4/28/eb689d8b-23a0-4e6b-9d6e-2233b0c653901682676481540-Biotique-Refreshing-Cherry-Blossom-Shower-Gel-with-Shea--Vit-1.jpg",-,199,199,0,0,"0",Biotique,https://www.myntra.com/body-wash-and-scrub/biotique/biotique-refreshing-cherry-blossom-shower-gel-with-shea--vitamin-e---200-ml/17416994/buy
534,Fix The Night Cream 50gm,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22922234/2023/4/27/a327b0a4-4774-40df-956f-497117de6d531682597851068FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22922234/2023/4/27/a327b0a4-4774-40df-956f-497117de6d531682597851068FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22922234/2023/4/27/a327b0a4-4774-40df-956f-497117de6d531682597851068FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22922234/2023/4/27/a327b0a4-4774-40df-956f-497117de6d531682597851068FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22922234/2023/4/27/a327b0a4-4774-40df-956f-497117de6d531682597851068FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22922234/2023/4/27/a327b0a4-4774-40df-956f-497117de6d531682597851068FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22922234/2023/4/27/a327b0a4-4774-40df-956f-497117de6d531682597851068FaceMoisturisers1.jpg",-,595,700,0,0,"15",The Co Being,https://www.myntra.com/face-moisturisers/the-co-being/the-co-being-fix-the-night-replenishing-night-cream---50gm/22922234/buy
535,Activated Charcoal Body Scrub,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22906862/2023/4/26/c0221d80-e51e-4f75-95ab-e503328825941682522349102FaceScrubandExfoliator1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22906862/2023/4/26/c0221d80-e51e-4f75-95ab-e503328825941682522349102FaceScrubandExfoliator1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22906862/2023/4/26/c0221d80-e51e-4f75-95ab-e503328825941682522349102FaceScrubandExfoliator1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22906862/2023/4/26/c0221d80-e51e-4f75-95ab-e503328825941682522349102FaceScrubandExfoliator1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22906862/2023/4/26/c0221d80-e51e-4f75-95ab-e503328825941682522349102FaceScrubandExfoliator1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22906862/2023/4/26/c0221d80-e51e-4f75-95ab-e503328825941682522349102FaceScrubandExfoliator1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22906862/2023/4/26/c0221d80-e51e-4f75-95ab-e503328825941682522349102FaceScrubandExfoliator1.jpg",-,449,449,0,0,"0",Zeoveda,https://www.myntra.com/face-scrub-and-exfoliator/zeoveda/zeoveda-activated-charcoal-face--body-scrub-for-anti-pollution-150gm/22906862/buy
536,The Marshmelllow Primer - 30ml,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838350/2023/4/27/c527271c-2505-45f8-883f-2d762ae4d0731682576368513NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838350/2023/4/27/c527271c-2505-45f8-883f-2d762ae4d0731682576368513NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838350/2023/4/27/c527271c-2505-45f8-883f-2d762ae4d0731682576368513NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22838350/2023/4/27/c527271c-2505-45f8-883f-2d762ae4d0731682576368513NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22838350/2023/4/27/c527271c-2505-45f8-883f-2d762ae4d0731682576368513NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22838350/2023/4/27/c527271c-2505-45f8-883f-2d762ae4d0731682576368513NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838350/2023/4/27/c527271c-2505-45f8-883f-2d762ae4d0731682576368513NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg",-,1499,1499,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/foundation-and-primer/nyx-professional-makeup/nyx-professional-makeup-the-marshmaelllow-long-lasting-primer---30-ml/22838350/buy
